datetime,open,high,low,close,marketVolume,profit
2019-02-04 09:30:00,312.91,312.95,307.22,307.48,76795.2,5.430000000000007
2019-02-04 09:35:00,307.99,308.48,301.99,304.155,105391.4,3.8350000000000364
2019-02-04 09:40:00,304.85,307.2,304.09,307.08,49053.8,-2.2299999999999613
2019-02-04 09:45:00,306.99,307.08,306.26,306.52,40724.0,0.4700000000000273
2019-02-04 09:50:00,306.64,308.435,305.98,307.56,38472.8,-0.9200000000000159
2019-02-04 09:55:00,308.09,308.86,307.71,308.67,31384.8,-0.5800000000000409
2019-02-04 10:00:00,308.58,309.54,308.58,309.18,27943.0,-0.6000000000000227
2019-02-04 10:05:00,309.31,310.61,309.31,309.77,36140.4,-0.45999999999997954
2019-02-04 10:10:00,310.94,311.41,310.1,310.68,29234.2,0.2599999999999909
2019-02-04 10:15:00,310.5,310.5,310.02,310.02,28470.0,0.4800000000000182
2019-02-04 10:20:00,308.99,308.99,307.5,307.5,27766.0,1.490000000000009
2019-02-04 10:25:00,307.99,309.38,307.99,309.38,21872.8,-1.3899999999999864
2019-02-04 10:30:00,310.5,310.5,310.3,310.3,21875.8,0.19999999999998863
2019-02-04 10:35:00,310.8,310.95,310.31,310.31,28250.6,0.4900000000000091
2019-02-04 10:40:00,310.98,311.28,310.72,311.28,21309.2,-0.2999999999999545
2019-02-04 10:45:00,311.0,311.0,309.71,309.71,16401.6,1.2900000000000205
2019-02-04 10:50:00,310.96,311.0,310.07,310.07,29337.0,0.8899999999999864
2019-02-04 10:55:00,310.97,310.97,310.7,310.7,15028.2,0.27000000000003865
2019-02-04 11:00:00,310.3,311.33,310.11,310.9,20535.75,-0.5999999999999659
2019-02-04 11:05:00,310.775,312.21,310.775,312.21,28165.0,-1.4350000000000023
2019-02-04 11:10:00,311.99,311.99,311.21,311.33,17382.0,0.660000000000025
2019-02-04 11:15:00,311.78,312.13,311.43,311.94,25031.8,-0.160000000000025
2019-02-04 11:20:00,312.23,312.45,311.91,311.91,25019.6,0.3199999999999932
2019-02-04 11:25:00,311.6,311.69,310.5,310.5,20377.4,1.1000000000000227
2019-02-04 11:30:00,310.67,310.99,310.62,310.75,10128.6,-0.07999999999998408
2019-02-04 11:35:00,310.84,310.84,310.4,310.4,7901.8,0.4399999999999977
2019-02-04 11:40:00,310.9,310.9,310.24,310.3,16651.0,0.5999999999999659
2019-02-04 11:45:00,310.11,310.48,310.11,310.48,13892.6,-0.37000000000000455
2019-02-04 11:50:00,310.33,310.45,309.95,310.26,15029.2,0.06999999999999318
2019-02-04 11:55:00,309.88,310.08,309.88,310.08,10212.6,-0.19999999999998863
2019-02-04 12:00:00,309.715,310.68,309.715,310.68,13023.5,-0.9650000000000318
2019-02-04 12:05:00,310.68,311.25,310.61,311.25,12668.8,-0.5699999999999932
2019-02-04 12:10:00,311.45,311.94,310.77,311.94,16723.8,-0.4900000000000091
2019-02-04 12:15:00,312.12,313.33,312.09,313.13,31530.2,-1.009999999999991
2019-02-04 12:20:00,313.55,314.0,313.26,313.88,28729.6,-0.3299999999999841
2019-02-04 12:25:00,313.99,313.99,312.12,312.4,30158.4,1.5900000000000318
2019-02-04 12:30:00,312.2,313.62,312.2,313.62,17855.4,-1.420000000000016
2019-02-04 12:35:00,313.77,314.075,313.425,313.425,15922.0,0.34499999999997044
2019-02-04 12:40:00,313.435,314.22,313.435,314.22,14989.8,-0.785000000000025
2019-02-04 12:45:00,314.6,314.68,313.94,314.625,15854.0,-0.024999999999977263
2019-02-04 12:50:00,314.4,314.69,314.04,314.04,11109.4,0.3599999999999568
2019-02-04 12:55:00,314.19,314.19,313.2,313.2,13934.2,0.9900000000000091
2019-02-04 13:00:00,313.06,313.06,313.06,313.06,9933.5,0.0
2019-02-04 13:05:00,313.4,314.0,313.4,313.9,6074.6,-0.5
2019-02-04 13:10:00,313.72,313.98,313.71,313.9,9421.0,-0.17999999999994998
2019-02-04 13:15:00,313.77,313.77,313.675,313.69,6244.0,0.07999999999998408
2019-02-04 13:20:00,313.66,313.73,313.66,313.66,3904.8,0.0
2019-02-04 13:25:00,313.82,313.82,313.82,313.82,3194.2,0.0
2019-02-04 13:30:00,314.18,314.87,314.18,314.87,20392.6,-0.6899999999999977
2019-02-04 13:35:00,314.4,314.49,313.89,313.98,12163.6,0.4199999999999591
2019-02-04 13:40:00,314.62,314.62,314.19,314.61,9245.4,0.009999999999990905
2019-02-04 13:45:00,314.86,315.3,314.86,314.965,21783.0,-0.10499999999996135
2019-02-04 13:50:00,315.165,315.165,314.565,314.605,14838.4,0.5600000000000023
2019-02-04 13:55:00,314.31,314.65,314.22,314.42,10415.8,-0.11000000000001364
2019-02-04 14:05:00,315.01,315.035,314.955,314.955,8353.4,0.05500000000000682
2019-02-04 14:10:00,314.55,314.725,314.455,314.57,8747.2,-0.01999999999998181
2019-02-04 14:15:00,314.915,315.04,314.675,314.675,6016.6,0.2400000000000091
2019-02-04 14:20:00,314.68,314.8,314.47,314.47,5499.6,0.20999999999997954
2019-02-04 14:25:00,314.62,314.62,314.62,314.62,3260.4,0.0
2019-02-04 14:30:00,314.54,314.545,314.54,314.545,3451.4,-0.0049999999999954525
2019-02-04 14:35:00,314.26,314.26,314.26,314.26,6204.2,0.0
2019-02-04 14:40:00,314.14,314.38,314.14,314.19,3651.6,-0.05000000000001137
2019-02-04 14:45:00,314.235,314.235,313.65,313.65,7749.0,0.5850000000000364
2019-02-04 14:50:00,313.875,313.875,313.44,313.44,6877.0,0.4350000000000023
2019-02-04 14:55:00,313.5,313.75,313.5,313.75,4790.8,-0.25
2019-02-04 15:00:00,314.1,314.1,313.75,313.77,4853.5,0.3300000000000409
2019-02-04 15:05:00,313.83,313.83,313.705,313.705,8702.8,0.125
2019-02-04 15:10:00,313.55,313.65,313.17,313.17,8324.2,0.37999999999999545
2019-02-04 15:15:00,313.17,313.17,313.0,313.11,10282.2,0.060000000000002274
2019-02-04 15:20:00,313.51,313.51,313.115,313.115,6449.8,0.3949999999999818
2019-02-04 15:25:00,313.12,313.27,312.675,312.675,11692.4,0.4449999999999932
2019-02-04 15:30:00,312.77,312.81,312.73,312.76,12071.4,0.009999999999990905
2019-02-04 15:35:00,312.74,312.74,312.62,312.62,9939.0,0.12000000000000455
2019-02-04 15:40:00,312.75,312.945,312.75,312.765,8090.0,-0.014999999999986358
2019-02-04 15:45:00,312.86,312.89,312.17,312.17,18231.2,0.6899999999999977
2019-02-04 15:50:00,312.215,312.33,312.215,312.32,14892.4,-0.10500000000001819
2019-02-04 15:55:00,312.4,312.8,312.32,312.79,37394.8,-0.3900000000000432
2019-02-05 09:30:00,313.43,316.17,313.43,315.46,58312.6,-2.0299999999999727
2019-02-05 09:35:00,316.02,317.97,316.0,316.85,60334.4,-0.8300000000000409
2019-02-05 09:40:00,316.56,318.45,316.34,318.3,35994.4,-1.740000000000009
2019-02-05 09:45:00,318.76,318.76,316.915,317.1,39196.0,1.6599999999999682
2019-02-05 09:50:00,317.24,317.69,316.46,317.15,37265.0,0.09000000000003183
2019-02-05 09:55:00,317.44,317.725,317.02,317.45,17781.8,-0.009999999999990905
2019-02-05 10:00:00,317.03,317.25,315.75,316.135,25841.5,0.8949999999999818
2019-02-05 10:05:00,316.365,316.39,315.5,315.5,28622.6,0.8650000000000091
2019-02-05 10:10:00,316.1,317.16,316.1,317.0,21472.2,-0.8999999999999773
2019-02-05 10:15:00,317.25,317.7,316.88,316.88,13810.8,0.37000000000000455
2019-02-05 10:20:00,316.96,317.22,316.83,316.99,8845.6,-0.03000000000002956
2019-02-05 10:25:00,317.15,317.58,317.08,317.34,14947.6,-0.18999999999999773
2019-02-05 10:30:00,317.65,318.24,317.5,318.24,23314.0,-0.5900000000000318
2019-02-05 10:35:00,318.01,318.5,317.73,318.5,16372.0,-0.4900000000000091
2019-02-05 10:40:00,318.33,319.12,318.27,319.0,26397.4,-0.6700000000000159
2019-02-05 10:45:00,318.58,319.26,318.18,318.38,27987.4,0.19999999999998863
2019-02-05 10:50:00,318.31,319.45,318.31,319.15,18728.2,-0.839999999999975
2019-02-05 10:55:00,319.34,319.73,318.94,319.61,25513.2,-0.27000000000003865
2019-02-05 11:00:00,319.75,319.885,319.63,319.7,14996.25,0.05000000000001137
2019-02-05 11:05:00,319.59,319.59,318.29,318.59,22319.4,1.0
2019-02-05 11:10:00,318.85,319.315,318.66,318.85,13263.8,0.0
2019-02-05 11:15:00,318.8,319.1,318.51,318.865,15556.8,-0.06499999999999773
2019-02-05 11:20:00,319.05,319.46,319.05,319.38,12145.6,-0.3299999999999841
2019-02-05 11:25:00,319.32,319.32,318.72,318.96,8325.6,0.36000000000001364
2019-02-05 11:30:00,319.33,319.48,318.94,319.02,9076.0,0.3100000000000023
2019-02-05 11:35:00,319.36,320.23,319.36,319.76,32387.6,-0.39999999999997726
2019-02-05 11:40:00,319.85,320.38,319.84,320.055,16155.0,-0.20499999999998408
2019-02-05 11:45:00,319.965,319.965,318.61,318.62,21444.8,1.3449999999999704
2019-02-05 11:50:00,318.735,319.82,318.735,319.82,9479.8,-1.0849999999999795
2019-02-05 11:55:00,319.8,320.8,319.8,320.545,20039.6,-0.7450000000000045
2019-02-05 12:00:00,320.47,320.63,320.21,320.21,11819.75,0.26000000000004775
2019-02-05 12:05:00,320.06,320.38,320.06,320.2,11111.2,-0.13999999999998636
2019-02-05 12:10:00,320.15,320.15,320.15,320.15,10069.4,0.0
2019-02-05 12:15:00,320.79,321.05,320.43,320.43,17463.2,0.36000000000001364
2019-02-05 12:20:00,320.4,320.78,320.18,320.78,12535.2,-0.37999999999999545
2019-02-05 12:25:00,320.87,321.72,320.69,321.72,18859.4,-0.8500000000000227
2019-02-05 12:30:00,321.98,322.0,321.53,321.68,13215.4,0.30000000000001137
2019-02-05 12:35:00,321.3,322.0,321.3,322.0,21530.4,-0.6999999999999886
2019-02-05 12:40:00,322.06,322.06,321.8,321.895,11245.2,0.16500000000002046
2019-02-05 12:45:00,321.83,322.16,321.83,322.16,12358.8,-0.3300000000000409
2019-02-05 12:50:00,322.23,322.23,320.62,320.62,20975.4,1.6100000000000136
2019-02-05 12:55:00,320.57,320.74,320.56,320.67,14784.0,-0.10000000000002274
2019-02-05 13:05:00,320.24,320.25,319.38,319.38,8765.6,0.8600000000000136
2019-02-05 13:10:00,319.55,319.945,319.47,319.945,7316.0,-0.3949999999999818
2019-02-05 13:15:00,319.85,319.87,319.37,319.37,7222.6,0.4800000000000182
2019-02-05 13:20:00,319.875,320.2,319.875,320.2,10770.2,-0.32499999999998863
2019-02-05 13:25:00,320.25,321.0,320.25,321.0,9748.8,-0.75
2019-02-05 13:30:00,320.73,320.73,320.42,320.42,7660.8,0.3100000000000023
2019-02-05 13:35:00,319.92,319.92,319.78,319.78,10685.8,0.1400000000000432
2019-02-05 13:40:00,320.19,320.29,319.975,319.975,4024.2,0.214999999999975
2019-02-05 13:45:00,320.03,320.2,320.0,320.0,8760.6,0.029999999999972715
2019-02-05 13:50:00,320.08,320.2,320.08,320.17,3642.2,-0.09000000000003183
2019-02-05 13:55:00,319.99,319.99,319.2,319.47,12247.6,0.5199999999999818
2019-02-05 14:00:00,319.72,319.795,319.455,319.795,6379.5,-0.07499999999998863
2019-02-05 14:05:00,320.5,320.52,320.41,320.45,16261.4,0.05000000000001137
2019-02-05 14:10:00,320.36,320.36,320.36,320.36,5771.4,0.0
2019-02-05 14:15:00,320.42,320.9,320.3,320.9,9950.6,-0.47999999999996135
2019-02-05 14:20:00,321.325,321.55,321.27,321.55,11750.4,-0.22500000000002274
2019-02-05 14:25:00,321.65,321.71,321.11,321.44,11297.6,0.20999999999997954
2019-02-05 14:30:00,321.52,322.31,321.42,322.08,24607.4,-0.5600000000000023
2019-02-05 14:35:00,322.09,322.33,321.64,322.08,12742.6,0.009999999999990905
2019-02-05 14:40:00,322.045,322.045,321.52,321.56,7674.4,0.48500000000001364
2019-02-05 14:45:00,321.66,322.15,321.66,322.15,8835.6,-0.48999999999995225
2019-02-05 14:50:00,321.975,321.975,321.66,321.84,9470.2,0.13500000000004775
2019-02-05 14:55:00,321.705,321.705,321.705,321.705,6661.2,0.0
2019-02-05 15:00:00,321.895,321.895,321.755,321.755,5110.5,0.13999999999998636
2019-02-05 15:05:00,321.91,321.91,321.06,321.37,12078.0,0.5400000000000205
2019-02-05 15:10:00,321.21,321.31,320.935,320.935,10478.6,0.27499999999997726
2019-02-05 15:15:00,321.09,321.17,320.9,321.055,9882.8,0.03499999999996817
2019-02-05 15:20:00,321.45,321.59,321.42,321.59,9148.4,-0.13999999999998636
2019-02-05 15:25:00,321.79,322.15,321.79,322.105,18000.6,-0.3149999999999977
2019-02-05 15:30:00,322.16,322.16,321.725,321.77,11177.6,0.3900000000000432
2019-02-05 15:35:00,321.73,321.88,320.6,320.6,25184.8,1.1299999999999955
2019-02-05 15:40:00,320.52,320.85,320.0,320.03,23730.4,0.4900000000000091
2019-02-05 15:45:00,320.085,320.64,319.755,320.64,22203.6,-0.5550000000000068
2019-02-05 15:50:00,320.81,321.15,320.48,321.15,29396.6,-0.339999999999975
2019-02-05 15:55:00,321.29,321.57,321.13,321.25,36194.0,0.040000000000020464
2019-02-06 09:30:00,319.24,323.19,319.24,323.19,54922.6,-3.9499999999999886
2019-02-06 09:35:00,323.25,323.98,321.67,322.57,54637.0,0.6800000000000068
2019-02-06 09:40:00,322.715,323.09,320.7,320.7,44347.2,2.0149999999999864
2019-02-06 09:45:00,322.01,322.63,321.84,322.345,29281.2,-0.3350000000000364
2019-02-06 09:50:00,322.625,323.415,321.805,323.415,19202.8,-0.7900000000000205
2019-02-06 09:55:00,323.23,323.4,322.68,322.92,14356.4,0.3100000000000023
2019-02-06 10:00:00,322.835,322.96,320.52,320.8,37652.25,2.034999999999968
2019-02-06 10:05:00,320.49,321.96,320.49,321.96,20938.6,-1.4699999999999704
2019-02-06 10:10:00,321.15,321.15,318.51,318.77,35562.4,2.3799999999999955
2019-02-06 10:15:00,318.79,319.03,317.255,317.355,42168.6,1.4350000000000023
2019-02-06 10:20:00,317.225,317.255,316.0,316.0,41563.0,1.2250000000000227
2019-02-06 10:25:00,316.9,317.53,316.26,316.86,32151.0,0.03999999999996362
2019-02-06 10:30:00,316.405,317.0,316.0,317.0,30904.8,-0.5950000000000273
2019-02-06 10:35:00,318.18,319.01,318.18,318.88,24210.8,-0.6999999999999886
2019-02-06 10:40:00,319.08,319.17,318.72,319.065,13036.0,0.014999999999986358
2019-02-06 10:45:00,319.44,319.44,319.44,319.44,13981.4,0.0
2019-02-06 10:50:00,320.04,320.215,320.04,320.215,18101.0,-0.17499999999995453
2019-02-06 10:55:00,320.045,320.045,319.75,319.765,20442.4,0.28000000000002956
2019-02-06 11:00:00,319.1,319.63,319.1,319.63,8165.0,-0.5299999999999727
2019-02-06 11:05:00,319.92,320.94,319.92,320.89,18560.2,-0.9699999999999704
2019-02-06 11:10:00,320.335,320.385,319.395,319.395,10018.2,0.9399999999999977
2019-02-06 11:15:00,318.95,319.41,318.95,318.96,9051.2,-0.009999999999990905
2019-02-06 11:20:00,318.825,319.64,318.825,318.975,13360.4,-0.1500000000000341
2019-02-06 11:25:00,318.54,319.46,318.53,319.46,7977.0,-0.9199999999999591
2019-02-06 11:40:00,319.36,319.36,319.11,319.11,7880.2,0.25
2019-02-06 11:45:00,319.145,319.72,319.145,319.54,7299.0,-0.39500000000003865
2019-02-06 11:50:00,319.6,319.6,318.82,318.82,9193.4,0.7800000000000296
2019-02-06 11:55:00,319.29,319.3,319.06,319.17,7734.0,0.12000000000000455
2019-02-06 12:00:00,319.395,319.7,319.35,319.35,4981.75,0.04499999999995907
2019-02-06 12:05:00,319.565,319.59,319.06,319.06,4804.6,0.5049999999999955
2019-02-06 12:10:00,318.89,318.93,318.82,318.82,3340.4,0.06999999999999318
2019-02-06 12:15:00,318.78,318.78,317.86,317.96,9272.4,0.8199999999999932
2019-02-06 12:20:00,317.99,318.145,317.99,318.145,4200.8,-0.15499999999997272
2019-02-06 12:25:00,318.39,318.46,318.085,318.085,4081.6,0.3050000000000068
2019-02-06 12:30:00,318.09,318.57,318.09,318.57,3462.4,-0.4800000000000182
2019-02-06 12:35:00,318.37,318.37,318.215,318.215,3690.2,0.15500000000002956
2019-02-06 12:40:00,318.475,318.56,318.055,318.055,5302.0,0.4200000000000159
2019-02-06 12:45:00,318.095,318.095,317.43,317.43,6936.6,0.6650000000000205
2019-02-06 12:50:00,317.48,317.48,317.39,317.39,5429.4,0.09000000000003183
2019-02-06 12:55:00,317.65,317.74,317.65,317.74,5204.0,-0.09000000000003183
2019-02-06 13:00:00,318.01,318.01,317.85,317.895,12653.0,0.1150000000000091
2019-02-06 13:05:00,318.12,318.12,317.92,317.92,3431.4,0.19999999999998863
2019-02-06 13:10:00,317.93,318.37,317.93,318.16,8112.2,-0.2300000000000182
2019-02-06 13:15:00,317.73,317.8,317.525,317.8,5144.8,-0.06999999999999318
2019-02-06 13:20:00,317.91,318.1,317.91,317.91,3704.0,0.0
2019-02-06 13:30:00,317.97,318.58,317.97,318.58,3985.8,-0.6099999999999568
2019-02-06 13:35:00,318.76,318.79,318.76,318.79,7066.4,-0.03000000000002956
2019-02-06 13:50:00,319.11,319.27,318.68,318.68,9188.0,0.4300000000000068
2019-02-06 13:55:00,318.54,318.57,318.54,318.57,3750.8,-0.029999999999972715
2019-02-06 14:00:00,317.94,318.0,317.94,318.0,14389.0,-0.060000000000002274
2019-02-06 14:05:00,317.22,317.4,317.22,317.26,10125.8,-0.03999999999996362
2019-02-06 14:10:00,317.435,317.54,317.43,317.54,5547.2,-0.10500000000001819
2019-02-06 14:15:00,318.02,318.02,317.87,318.0,3286.6,0.01999999999998181
2019-02-06 14:20:00,318.0,318.0,317.59,317.59,5058.8,0.410000000000025
2019-02-06 14:25:00,317.56,317.74,317.45,317.74,4057.0,-0.18000000000000682
2019-02-06 14:30:00,317.8,317.88,317.57,317.84,3631.2,-0.03999999999996362
2019-02-06 14:35:00,317.78,317.81,317.7,317.7,3222.6,0.07999999999998408
2019-02-06 14:40:00,317.94,318.4,317.82,318.4,5339.4,-0.45999999999997954
2019-02-06 14:45:00,318.31,318.5,318.29,318.385,3274.6,-0.07499999999998863
2019-02-06 14:50:00,318.385,318.51,318.385,318.51,5047.0,-0.125
2019-02-06 14:55:00,318.69,318.85,318.54,318.54,7208.0,0.14999999999997726
2019-02-06 15:00:00,318.555,318.58,318.33,318.33,6021.75,0.22500000000002274
2019-02-06 15:05:00,318.63,318.7,318.54,318.7,2343.8,-0.06999999999999318
2019-02-06 15:10:00,318.835,318.97,318.7,318.97,4343.8,-0.13500000000004775
2019-02-06 15:15:00,318.94,318.94,318.77,318.9,5285.0,0.040000000000020464
2019-02-06 15:20:00,318.97,318.97,318.91,318.91,4440.4,0.060000000000002274
2019-02-06 15:25:00,318.77,318.77,318.36,318.36,6670.6,0.40999999999996817
2019-02-06 15:30:00,318.34,318.36,318.22,318.25,7915.2,0.08999999999997499
2019-02-06 15:35:00,318.07,318.07,317.815,318.06,10940.6,0.009999999999990905
2019-02-06 15:40:00,317.97,318.17,317.97,318.17,5548.4,-0.19999999999998863
2019-02-06 15:45:00,318.145,318.72,318.14,318.53,10753.4,-0.3849999999999909
2019-02-06 15:50:00,318.69,318.69,318.05,318.1,10980.6,0.589999999999975
2019-02-06 15:55:00,318.1,318.11,317.26,317.26,32557.2,0.8400000000000318
2019-02-07 09:30:00,313.45,314.7,312.215,313.3,45924.4,0.14999999999997726
2019-02-07 09:35:00,312.985,312.985,311.06,311.74,51317.0,1.2450000000000045
2019-02-07 09:40:00,310.72,311.52,310.72,311.1,37093.6,-0.37999999999999545
2019-02-07 09:45:00,311.11,311.25,310.01,310.01,36770.8,1.1000000000000227
2019-02-07 09:50:00,311.32,311.73,310.84,311.03,23939.2,0.29000000000002046
2019-02-07 09:55:00,311.215,312.495,311.215,312.495,20582.0,-1.2800000000000296
2019-02-07 10:00:00,311.79,312.7,311.03,311.03,24628.5,0.7600000000000477
2019-02-07 10:05:00,311.02,312.3,311.02,312.3,11782.4,-1.2800000000000296
2019-02-07 10:10:00,312.5,312.99,312.4,312.955,36340.8,-0.4549999999999841
2019-02-07 10:15:00,312.98,313.4,312.855,313.29,21352.4,-0.3100000000000023
2019-02-07 10:20:00,313.28,313.28,311.91,312.53,20914.8,0.75
2019-02-07 10:25:00,312.82,312.95,311.7,312.28,20830.0,0.5400000000000205
2019-02-07 10:30:00,312.12,312.24,311.1,311.1,17402.6,1.0199999999999818
2019-02-07 10:35:00,311.12,311.12,310.63,311.09,27184.6,0.03000000000002956
2019-02-07 10:40:00,310.46,310.9,310.46,310.52,17751.4,-0.060000000000002274
2019-02-07 10:45:00,310.82,311.19,310.65,310.68,11063.4,0.13999999999998636
2019-02-07 10:50:00,310.54,310.76,309.095,309.095,37262.8,1.4449999999999932
2019-02-07 10:55:00,308.76,309.33,308.76,309.085,18232.6,-0.32499999999998863
2019-02-07 11:00:00,308.905,309.64,308.6,309.64,19966.0,-0.7350000000000136
